data,ruta_id,ruta,tarif,tur_vechi,tur_nou,retur_vechi,retur_nou,total_vechi,total_nou,diff
2026-04-09,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,3494,3782,3824,4060,7318,7842,524
2026-04-09,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,3399,3711,3905,4120,7304,7831,527
2026-04-09,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2510,2762,3380,3510,5890,6272,382
2026-04-09,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,1580,1686,3267,3411,4847,5097,250
2026-04-09,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,2300,2612,4117,4327,6417,6939,522
2026-04-09,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,1770,1934,3606,3795,5376,5729,353
2026-04-09,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,1746,1863,4105,4441,5851,6304,453
2026-04-09,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,1712,1746,3764,3940,5476,5686,210
2026-04-10,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,1828,1864,5862,6057,7690,7921,231
2026-04-10,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,1133,1129,4777,4808,5910,5937,27
2026-04-10,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1607,1635,3928,3947,5535,5582,47
2026-04-10,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2905,2833,4243,4184,7148,7017,-131
2026-04-10,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2251,2236,4833,4824,7084,7060,-24
2026-04-10,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3955,4005,4793,4969,8748,8974,226
2026-04-10,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,2997,3043,4391,4530,7388,7573,185
2026-04-10,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,3393,3442,3816,3926,7209,7368,159
2026-04-10,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,2532,2572,6108,6361,8640,8933,293
2026-04-10,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,1672,1670,4614,4750,6286,6420,134
2026-04-10,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,978,993,2424,2436,3402,3429,27
2026-04-10,13,Lipcani (Rîșcani) - Chișinău (15:00 - 19:55),Lipcani via Rîșcani,58,54,5152,5274,5210,5328,118
2026-04-10,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1286,1309,5044,5206,6330,6515,185
2026-04-10,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,3893,3955,4299,4430,8192,8385,193
2026-04-10,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,1987,2091,3745,3790,5732,5881,149
2026-04-10,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,3133,3238,4974,5104,8107,8342,235
2026-04-10,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3817,3807,5770,5743,9587,9550,-37
2026-04-10,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2843,2958,5470,5522,8313,8480,167
2026-04-10,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,2709,2807,5873,6099,8582,8906,324
2026-04-10,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2334,2327,4085,4125,6419,6452,33
2026-04-10,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,1909,1981,5176,5357,7085,7338,253
2026-04-10,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,3488,3548,5114,5244,8602,8792,190
2026-04-10,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2611,2724,4126,4181,6737,6905,168
2026-04-10,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,1422,1449,4777,4870,6199,6319,120
2026-04-10,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3621,3729,4744,4796,8365,8525,160
2026-04-10,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,2566,2541,5145,5275,7711,7816,105
2026-04-10,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,2457,2543,5493,5706,7950,8249,299
2026-04-10,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2474,2465,4896,4983,7370,7448,78
2026-04-11,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,129,130,4464,4503,4593,4633,40
2026-04-11,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,1959,1976,4323,4350,6282,6326,44
2026-04-11,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,2258,2247,3333,3346,5591,5593,2
2026-04-11,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2863,2839,2366,2347,5229,5186,-43
2026-04-11,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,1694,1679,4173,4169,5867,5848,-19
2026-04-11,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3220,3269,4023,4173,7243,7442,199
2026-04-11,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1315,1315,3625,3720,4940,5035,95
2026-04-11,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,1445,1465,3084,3126,4529,4591,62
2026-04-11,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,1550,1585,6083,6308,7633,7893,260
2026-04-11,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,2768,2799,4422,4500,7190,7299,109
2026-04-11,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,0,0,4719,4911,4719,4911,192
2026-04-11,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1066,1094,5078,5336,6144,6430,286
2026-04-11,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,3508,3548,4701,4847,8209,8395,186
2026-04-11,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,1956,2039,4041,4084,5997,6123,126
2026-04-11,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,929,941,4675,4716,5604,5657,53
2026-04-11,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,1818,1815,4521,4521,6339,6336,-3
2026-04-11,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2681,2798,4529,4554,7210,7352,142
2026-04-11,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,1619,1617,5765,6002,7384,7619,235
2026-04-11,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,3276,3296,2021,1998,5297,5294,-3
2026-04-11,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,3024,3089,4681,4757,7705,7846,141
2026-04-11,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,4254,4408,4422,4498,8676,8906,230
2026-04-11,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3156,3267,3694,3701,6850,6968,118
2026-04-11,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,3226,3187,3352,3370,6578,6557,-21
2026-04-11,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,2113,2212,2886,2900,4999,5112,113
2026-04-11,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3345,3448,3730,3768,7075,7216,141
2026-04-11,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,3396,3473,3773,3855,7169,7328,159
2026-04-11,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,3068,2998,3105,3130,6173,6128,-45
2026-04-12,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,1892,1847,1955,1944,3847,3791,-56
2026-04-12,13,Lipcani (Rîșcani) - Chișinău (15:00 - 19:55),Lipcani via Rîșcani,0,0,0,0,0,0,0
2026-04-12,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,4654,4716,5299,5353,9953,10069,116
2026-04-12,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,0,0,4319,4373,4319,4373,54
2026-04-12,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,1383,1383,3840,3856,5223,5239,16
2026-04-12,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,420,396,4920,4993,5340,5389,49
2026-04-12,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2666,2650,892,887,3558,3537,-21
2026-04-12,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,2301,2338,4529,4638,6830,6976,146
2026-04-12,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,1856,1885,3349,3373,5205,5258,53
2026-04-12,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,0,0,0,0,0,0,0
2026-04-12,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,1062,1062,3914,3942,4976,5004,28
2026-04-12,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2721,2719,2622,2640,5343,5359,16
2026-04-13,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,1131,1119,3013,3064,4144,4183,39
2026-04-13,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2816,2833,3548,3531,6364,6364,0
2026-04-13,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,2794,2824,1798,1796,4592,4620,28
2026-04-13,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,4507,4483,1607,1577,6114,6060,-54
2026-04-13,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2856,2861,2616,2622,5472,5483,11
2026-04-13,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,5209,5449,1091,1131,6300,6580,280
2026-04-13,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,4538,4631,1157,1150,5695,5781,86
2026-04-13,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,4048,4196,825,841,4873,5037,164
2026-04-13,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,5629,5764,1666,1700,7295,7464,169
2026-04-13,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,4221,4302,4205,4307,8426,8609,183
2026-04-13,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,4941,5150,3731,3791,8672,8941,269
2026-04-13,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,4722,4864,2944,2961,7666,7825,159
2026-04-13,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,3359,3515,1533,1553,4892,5068,176
2026-04-13,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,1559,1563,2888,2910,4447,4473,26
2026-04-13,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,1985,2084,3935,3954,5920,6038,118
2026-04-13,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,4241,4311,4040,4185,8281,8496,215
2026-04-13,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,4547,4590,908,901,5455,5491,36
2026-04-13,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,2459,2566,4275,4406,6734,6972,238
2026-04-13,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,3565,3659,3485,3598,7050,7257,207
2026-04-13,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3658,3671,2010,2018,5668,5689,21
2026-04-13,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,3686,3713,1491,1499,5177,5212,35
2026-04-13,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3834,3855,562,560,4396,4415,19
2026-04-13,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,4084,4117,871,871,4955,4988,33
2026-04-13,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,4773,4882,3134,3247,7907,8129,222
2026-04-13,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,5291,5360,1594,1675,6885,7035,150
2026-04-14,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,3874,3918,3929,4007,7803,7925,122
2026-04-14,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,3312,3332,3279,3292,6591,6624,33
2026-04-14,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,3757,3787,1712,1716,5469,5503,34
2026-04-14,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,4307,4308,1332,1306,5639,5614,-25
2026-04-14,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,4172,4135,3397,3395,7569,7530,-39
2026-04-14,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,4453,4496,1422,1454,5875,5950,75
2026-04-14,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,3764,3778,1849,2008,5613,5786,173
2026-04-14,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,4337,4365,4134,4228,8471,8593,122
2026-04-14,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,4326,4407,1888,1858,6214,6265,51
2026-04-14,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,1720,1719,3401,3484,5121,5203,82
2026-04-14,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,4034,4123,3294,3291,7328,7414,86
2026-04-14,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,3495,3554,3098,3219,6593,6773,180
2026-04-14,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,2366,2487,3000,3145,5366,5632,266
2026-04-14,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,3515,3594,3539,3652,7054,7246,192
2026-04-14,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,4620,4628,4352,4340,8972,8968,-4
2026-04-14,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,5000,5236,3957,3980,8957,9216,259
2026-04-14,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,5075,5148,4811,5018,9886,10166,280
2026-04-14,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,4166,4206,3101,3105,7267,7311,44
2026-04-14,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,3899,4006,3928,4027,7827,8033,206
2026-04-14,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,5332,5540,3564,3631,8896,9171,275
2026-04-14,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,4190,4285,2739,2769,6929,7054,125
2026-04-14,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,3706,3713,2256,2266,5962,5979,17
2026-04-14,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,4550,4829,3339,3355,7889,8184,295
2026-04-14,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,4452,4555,1997,2012,6449,6567,118
2026-04-14,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,5268,5443,3693,3827,8961,9270,309
2026-04-14,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,5421,5346,1601,1606,7022,6952,-70
2026-04-15,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,1998,2023,4242,4342,6240,6365,125
2026-04-15,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2699,2716,1690,1699,4389,4415,26
2026-04-15,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,3096,3114,2176,2186,5272,5300,28
2026-04-15,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,3656,3618,1491,1456,5147,5074,-73
2026-04-15,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2549,2516,2783,2752,5332,5268,-64
2026-04-15,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,5203,5300,1758,1724,6961,7024,63
2026-04-15,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,2436,2504,3774,3891,6210,6395,185
2026-04-15,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,0,0,3350,3484,3350,3484,134
2026-04-15,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,3450,3556,2079,2139,5529,5695,166
2026-04-15,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,1669,1697,3520,3573,5189,5270,81
2026-04-15,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1921,1991,3613,3859,5534,5850,316
2026-04-15,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,4007,4063,2634,2650,6641,6713,72
2026-04-15,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,1375,1425,2283,2345,3658,3770,112
2026-04-15,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,2591,2670,3122,3222,5713,5892,179
2026-04-15,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,1544,1525,3927,3917,5471,5442,-29
2026-04-15,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2691,2786,3082,3051,5773,5837,64
2026-04-15,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,3534,3670,4577,4747,8111,8417,306
2026-04-15,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2550,2551,2853,2847,5403,5398,-5
2026-04-15,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,4295,4369,3346,3435,7641,7804,163
2026-04-15,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,4190,4388,4245,4466,8435,8854,419
2026-04-15,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3493,3546,3663,3694,7156,7240,84
2026-04-15,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,1732,1700,2570,2596,4302,4296,-6
2026-04-15,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3365,3393,3366,3349,6731,6742,11
2026-04-15,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,4084,4117,909,880,4993,4997,4
2026-04-15,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,5078,5210,3482,3524,8560,8734,174
2026-04-15,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,3112,3049,2891,2917,6003,5966,-37
2026-04-16,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,3638,3954,4097,4468,7735,8422,687
2026-04-16,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2700,2899,2994,3213,5694,6112,418
2026-04-16,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,2082,2241,928,1005,3010,3246,236
2026-04-16,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,3170,3379,3617,3848,6787,7227,440
2026-04-16,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,1739,1839,3468,3701,5207,5540,333
2026-04-16,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,4020,4390,3554,3850,7574,8240,666
2026-04-16,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,0,0,2337,2524,2337,2524,187
2026-04-16,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,2605,2821,2463,2825,5068,5646,578
2026-04-16,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,2692,2945,1613,1787,4305,4732,427
2026-04-16,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,2709,3020,3162,3529,5871,6549,678
2026-04-16,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,643,691,2824,3279,3467,3970,503
2026-04-16,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,2524,2785,4323,4721,6847,7506,659
2026-04-16,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,1613,1728,3246,3646,4859,5374,515
2026-04-16,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,2424,2692,1647,1818,4071,4510,439
2026-04-16,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,1818,1988,3236,3539,5054,5527,473
2026-04-16,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3843,4100,3449,3689,7292,7789,497
2026-04-16,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,4348,4882,4267,4545,8615,9427,812
2026-04-16,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,3979,4435,4116,4535,8095,8970,875
2026-04-16,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,3725,4007,1471,1564,5196,5571,375
2026-04-16,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,4033,4579,3973,4407,8006,8986,980
2026-04-16,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,3795,4416,3422,3784,7217,8200,983
2026-04-16,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3280,3750,3043,3267,6323,7017,694
2026-04-16,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2638,2842,1439,1555,4077,4397,320
2026-04-16,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,4038,4597,3145,3365,7183,7962,779
2026-04-16,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3638,3994,2803,3093,6441,7087,646
2026-04-16,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,4694,5179,3487,3889,8181,9068,887
2026-04-16,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2912,3125,3032,3282,5944,6407,463
2026-04-17,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,2409,2448,5002,5069,7411,7517,106
2026-04-17,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,1956,1969,3116,3130,5072,5099,27
2026-04-17,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,2517,2508,3166,3185,5683,5693,10
2026-04-17,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,3173,3138,4138,4071,7311,7209,-102
2026-04-17,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2331,2277,3660,3644,5991,5921,-70
2026-04-17,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,4298,4521,4378,4532,8676,9053,377
2026-04-17,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,2223,2197,4130,4273,6353,6470,117
2026-04-17,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,3860,3925,3330,3379,7190,7304,114
2026-04-17,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,1380,1375,3020,3067,4400,4442,42
2026-04-17,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,2320,2373,2575,2587,4895,4960,65
2026-04-17,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,2717,2736,2062,2081,4779,4817,38
2026-04-17,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,2337,2417,4415,4578,6752,6995,243
2026-04-17,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,2531,2612,3313,3466,5844,6078,234
2026-04-17,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,410,415,3864,3939,4274,4354,80
2026-04-17,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,1792,1868,4029,4153,5821,6021,200
2026-04-17,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3297,3296,4479,4469,7776,7765,-11
2026-04-17,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,4093,4221,5065,5088,9158,9309,151
2026-04-17,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,3670,3749,4446,4592,8116,8341,225
2026-04-17,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2159,2107,4064,4095,6223,6202,-21
2026-04-17,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,3662,3784,4806,5041,8468,8825,357
2026-04-17,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,4582,4814,4202,4369,8784,9183,399
2026-04-17,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,4163,4284,2854,2853,7017,7137,120
2026-04-17,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2087,2120,4306,4337,6393,6457,64
2026-04-17,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3573,3665,3968,4029,7541,7694,153
2026-04-17,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,4054,4163,3315,3364,7369,7527,158
2026-04-17,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,3834,3967,4674,4809,8508,8776,268
2026-04-17,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,4731,4689,3924,3946,8655,8635,-20
2026-04-18,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,1632,1658,4616,4720,6248,6378,130
2026-04-18,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,1254,1266,3488,3514,4742,4780,38
2026-04-18,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1773,1748,2932,2939,4705,4687,-18
2026-04-18,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2866,2814,2814,2812,5680,5626,-54
2026-04-18,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2249,2222,3760,3733,6009,5955,-54
