# Localitățile Republicii Moldova cu raionul și coordonatele (Wikidata, 20.09.2026). name|district|lat|lon
Hîrtop|Cantemir|46.23389|28.25111
Hănăseni|Cantemir|46.34806|28.33028
Iepureni|Cantemir|46.26333|28.22139
Leca|Cantemir|46.30972|28.20500
Lingura|Cantemir|46.23306|28.32250
Lărguța|Cantemir|46.30500|28.31917
Pleșeni|Cantemir|46.35667|28.34250
Plopi|Cantemir|46.20778|28.21417
Popovca|Cantemir|46.24806|28.30944
Porumbești|Cantemir|46.31389|28.27750
Sadîc|Cantemir|46.26667|28.51667
Stoianovca|Cantemir|46.25917|28.16444
Suhat|Cantemir|46.16250|28.34417
Taraclia|Cantemir|46.21556|28.51806
Tartaul|Cantemir|46.20694|28.32139
Toceni|Cantemir|46.36694|28.21889
Tătărășeni|Cantemir|46.34028|28.30194
Victorovca|Cantemir|46.17833|28.25139
Vișniovca|Cantemir|46.33333|28.44944
Vîlcele|Cantemir|46.38139|28.25583
Șamalia|Cantemir|46.27333|28.43583
Șofranovca|Cantemir|46.12389|28.35944
Țiganca|Cantemir|46.23333|28.15583
Țiganca Nouă|Cantemir|46.20472|28.17361
Țolica|Cantemir|46.22444|28.45944
Țărăncuța|Cantemir|46.10806|28.40944
Beștemac|Leova|46.52806|28.52972
Borogani|Leova|46.50278|28.54417
Bulgărica|Leova|46.48889|28.39250
Băiuș|Leova|46.45139|28.48278
Cazangic|Leova|46.51000|28.43306
Ceadîr|Leova|46.66972|28.40750
Cneazevca|Leova|46.63139|28.49222
Cociulia Nouă|Leova|46.44000|28.47694
Colibabovca|Leova|46.64750|28.42861
Covurlui|Leova|46.59389|28.40139
Cupcui|Leova|46.51778|28.35583
Cuporani|Leova|46.37389|28.35722
Cîmpul Drept|Leova|46.56500|28.51361
Cîzlar|Leova|46.65028|28.52083
Filipeni|Leova|46.43639|28.32583
Frumușica|Leova|46.55556|28.42861
Hîrtop|Leova|46.49389|28.50417
Hănăsenii Noi|Leova|46.41694|28.25472
Iargara|Leova|46.42750|28.43667
Leova|Leova|46.47861|28.25528
Meșeni|Leova|46.41861|28.46528
Nicolaevca|Leova|46.39028|28.25361
Orac|Leova|46.66389|28.46083
Pitești|Leova|46.50278|28.54417
Romanovca|Leova|46.45944|28.35306
Seliște|Leova|46.52806|28.42972
Sîrma|Leova|46.52611|28.24778
Sărata Nouă|Leova|46.48889|28.39250
Sărata-Răzeși|Leova|46.61500|28.26472
Sărăteni|Leova|46.61028|28.46639
Sărățica Nouă|Leova|46.57167|28.54694
Sărățica Veche|Leova|46.60167|28.52806
Tigheci|Leova|46.39083|28.37639
Tochile-Răducani|Leova|46.57250|28.24778
Tomai|Leova|46.57250|28.32444
Tomaiul Nou|Leova|46.62444|28.54861
Troian|Leova|46.54056|28.46972
Troița|Leova|46.56417|28.46556
Victoria|Leova|46.61611|28.41444
Vozneseni|Leova|46.58500|28.46944
Albota de Jos|Taraclia|45.95000|28.48333
Albota de Sus|Taraclia|45.96667|28.46667
Alexeevca|Taraclia|46.02639|28.56750
Aluatu|Taraclia|45.86667|28.60000
Balabanu|Taraclia|45.93333|28.56667
Budăi|Taraclia|45.85000|28.46667
Cairaclia|Taraclia|45.76667|28.61667
Cealîc|Taraclia|46.00000|28.55000
Chirilovca|Taraclia|45.81667|28.56667
Ciumai|Taraclia|45.78333|28.56667
Corten|Taraclia|46.01667|28.73333
Cortenul Nou|Taraclia|46.00000|28.56667
Dermengi|Taraclia|45.86667|28.41667
Hagichioi|Taraclia|45.91667|28.45000
Hîrtop|Taraclia|45.91667|28.48333
Mirnoe|Taraclia|45.73333|28.56667
Musaitu|Taraclia|45.81667|28.50000
Novosiolovca|Taraclia|45.90000|28.60000
Orehovca|Taraclia|45.90000|28.51667
Roșița|Taraclia|46.03333|28.46667
Salcia|Taraclia|45.86667|28.51667
Samurza|Taraclia|45.96667|28.55000
Sofievca|Taraclia|46.00000|28.46667
Taraclia|Taraclia|45.90000|28.66889
Tvardița|Taraclia|46.15472|28.96556
Valea Perjei|Taraclia|46.03944|28.92500
Vinogradovca|Taraclia|45.80000|28.53333
Antoneuca|Drochia|48.07500|27.69389
Baroncea|Drochia|48.02667|27.91833
Baroncea Nouă|Drochia|47.99667|27.85806
Ceapaevca|Drochia|48.20444|27.87194
Chetrosu|Drochia|48.06972|27.90167
Cotova|Drochia|48.15917|27.95750
Dominteni|Drochia|47.95472|27.95167
Drochia|Drochia|48.11389|27.80806
Fîntînița|Drochia|48.10389|27.69583
Gribova|Drochia|48.01417|27.92833
Holoșnița Nouă|Drochia|48.11583|27.93556
Hăsnășenii Mari|Drochia|47.91361|27.99083
Hăsnășenii Noi|Drochia|47.85556|27.90667
Iliciovca|Drochia|48.15417|27.88194
Lazo|Drochia|47.89139|27.92889
Maramonovca|Drochia|48.20250|27.80083
Miciurin|Drochia|47.98667|27.79250
Moara de Piatră|Drochia|47.89333|28.00528
Mîndîc|Drochia|48.15333|27.79306
Măcăreuca|Drochia|48.14194|27.97639
Nicoreni|Drochia|47.96611|27.70306
Ochiul Alb|Drochia|48.01833|27.67500
Palanca|Drochia|48.12444|27.92028
Pelinia|Drochia|47.87583|27.83139
Pervomaiscoe|Drochia|48.08694|27.72389
Petreni|Drochia|47.93889|27.95306
Popeștii Noi|Drochia|47.97556|27.98750
Popeștii de Jos|Drochia|48.07861|28.02611
Popeștii de Sus|Drochia|48.08972|28.02250
Sergheuca|Drochia|48.06278|27.72889
Sofia|Drochia|47.94500|27.86306
Zgurița|Drochia|48.12694|28.00972
Șalvirii Noi|Drochia|48.14083|27.91611
Șalvirii Vechi|Drochia|48.19583|27.84861
Șuri|Drochia|48.09472|27.85417
Șurii Noi|Drochia|48.06306|27.79917
Țarigrad|Drochia|48.04139|27.76500
Alexandru cel Bun|Soroca|48.09694|28.34056
Balinți|Soroca|48.32056|28.02361
Balinții Noi|Soroca|48.30528|27.99833
Bulboci|Soroca|48.03972|28.08389
Bulbocii Noi|Soroca|48.06028|28.11861
Bădiceni|Soroca|48.20333|28.05444
Băxani|Soroca|48.12389|28.09472
Cerlina|Soroca|48.08139|28.60750
Cosăuți|Soroca|48.22889|28.29111
Cremenciug|Soroca|48.27694|28.08528
Cureșnița|Soroca|48.22778|28.17639
Cureșnița Nouă|Soroca|48.18139|28.12250
Căinarii Vechi|Soroca|48.00806|28.12500
Decebal|Soroca|48.28389|27.99111
Dubna|Soroca|48.01667|28.31667
Dumbrăveni|Soroca|48.05056|28.22806
Dărcăuți|Soroca|48.22778|27.98083
Dărcăuții Noi|Soroca|48.20972|28.00194
Egoreni|Soroca|48.20167|28.35944
Floriceni|Soroca|48.02083|28.01639
Grigorăuca|Soroca|48.20778|28.09972
Holoșnița|Soroca|48.24750|28.17694
Hristici|Soroca|48.12083|28.18389
Iarova|Soroca|48.31972|28.04944
Inundeni|Soroca|48.12472|28.35833
Iorjnița|Soroca|48.19333|28.21778
Livezi|Soroca|48.23583|28.04944
Lugovoe|Soroca|48.06832|28.17742
Mălcăuți|Soroca|48.21389|27.94083
Nimereuca|Soroca|48.11389|28.53556
Niorcani|Soroca|48.29806|27.93639
Oclanda|Soroca|48.28917|28.06028
Ocolina|Soroca|48.12556|28.26306
Parcani|Soroca|48.06194|28.29028
Pîrlița|Soroca|48.07583|28.21000
Racovăț|Soroca|48.08333|28.40000
Redi-Cereșnovăț|Soroca|48.06333|28.31750
Regina Maria|Soroca|48.05861|28.14083
Rublenița|Soroca|48.16833|28.21444
Rublenița Nouă|Soroca|48.15361|28.13472
Rudi|Soroca|48.33444|27.89528
Ruslanovca|Soroca|48.11722|28.37250
Schineni|Soroca|48.10000|28.10000
Schinenii Noi|Soroca|48.07167|28.10500
Slobozia Nouă|Soroca|48.25889|27.98000
Slobozia-Cremene|Soroca|48.04056|28.42306
Slobozia-Vărăncău|Soroca|48.06639|28.46583
Sobari|Soroca|48.23194|28.06694
Soloneț|Soroca|48.00000|28.40278
Soroca|Soroca|48.15583|28.29750
Stoicani|Soroca|48.03330|28.36670
Tolocănești|Soroca|48.30722|27.90833
Trifăuți|Soroca|48.16167|28.38417
Tătărăuca Nouă|Soroca|48.31639|27.97389
Tătărăuca Veche|Soroca|48.29694|27.97611
Valea|Soroca|48.24333|28.06528
Vanțina|Soroca|48.09667|28.19139
Vanțina Mică|Soroca|48.10056|28.17361
Vasilcău|Soroca|48.13833|28.42139
Visoca|Soroca|48.24694|27.92250
Voloave|Soroca|48.09361|28.29250
Volovița|Soroca|48.10306|28.32278
Vădeni|Soroca|48.01083|28.22722
Vărăncău|Soroca|48.06528|28.51500
Zastînca|Soroca|48.12722|28.30611
Șeptelici|Soroca|48.19972|28.15806
Șolcani|Soroca|48.17333|28.11056
Țepilova|Soroca|48.12528|28.23278
Alexandrovca|Florești|47.95528|28.12889
Alexeevca|Florești|47.94389|28.28583
Antonovca|Florești|47.78694|28.21417
Bezeni|Florești|47.98222|28.12056
Bobulești|Florești|47.87944|28.35250
Bursuc|Florești|47.97333|28.73556
Băhrinești|Florești|47.85639|28.24222
Cașunca|Florești|47.78500|28.39417
Cenușa|Florești|47.84750|28.38639
Cernița|Florești|47.96583|28.46694
Chirilovca|Florești|47.96056|28.32917
Ciripcău|Florești|47.98389|28.38222
Ciutulești|Florești|47.76139|28.39556
Coșernița|Florești|47.93806|28.46444
Cuhureștii de Jos|Florești|47.92944|28.59194
Cuhureștii de Sus|Florești|47.92111|28.55361
Cunicea|Florești|47.91667|28.65000
Căprești|Florești|47.75417|28.46333
Domulgeni|Florești|47.79361|28.43389
Dumitreni|Florești|47.97139|28.31889
Florești|Florești|47.89333|28.30139
Frumușica|Florești|47.96167|28.11806
Frumușica Nouă|Florești|47.87722|28.06194
Frunzești|Florești|47.78472|28.18639
Făgădău|Florești|47.93694|28.52528
Ghindești|Florești|47.85778|28.38278
Gura Camencii|Florești|47.89056|28.35694
Gura Căinarului|Florești|47.86694|28.18389
Gvozdova|Florești|47.90389|28.35361
Hîrtop|Florești|47.88278|28.46000
Iliciovca|Florești|47.93667|28.06778
Ion Vodă|Florești|47.72583|28.32833
Ivanovca|Florești|47.91083|28.15694
Izvoare|Florești|47.97722|28.13278
Japca|Florești|47.98194|28.70361
Lunga|Florești|47.85833|28.21972
Maiscoe|Florești|47.91111|28.04917
Mihailovca|Florești|47.80167|28.26250
Mărculești|Florești|47.88528|28.24917
Mărinești|Florești|47.73139|28.38389
Mărășești|Florești|47.86222|28.07250
Napadova|Florești|48.01944|28.59833
Nicolaevca|Florești|47.75389|28.29694
Octeabriscoe|Florești|47.95500|28.53528
Prajila|Florești|47.84139|28.20389
Prodănești|Florești|47.74306|28.48222
Prodăneștii Vechi|Florești|47.71639|28.44333
Putinești|Florești|47.83500|28.12417
Roșietici|Florești|47.83111|28.40306
Roșieticii Vechi|Florești|47.81306|28.40000
Rădulenii Noi|Florești|47.95667|28.24639
Rădulenii Vechi|Florești|47.98333|28.26667
Scăieni|Florești|47.97056|28.12583
Sevirova|Florești|47.92667|28.15194
Stîrceni|Florești|47.87556|28.36417
Sîrbești|Florești|47.80222|28.32472
Sănătăuca|Florești|48.01333|28.67306
Temeleuți|Florești|47.98000|28.49722
Trifănești|Florești|47.94306|28.12861
Tîrgul Vertiujeni|Florești|48.03083|28.53167
Unchitești|Florești|47.92917|28.52583
Valea Rădoaiei|Florești|47.75556|28.26389
Vertiujeni|Florești|47.99333|28.54000
Vărvăreuca|Florești|47.87889|28.31028
Văscăuți|Florești|47.95389|28.51167
Zarojeni|Florești|47.86694|28.16111
Zăluceni|Florești|48.04944|28.55639
Ștefănești|Florești|47.73278|28.43944
Țipordei|Florești|47.93528|28.61417
Țîra|Florești|47.84361|28.40528
Bălți|mun. Bălți|47.76111|27.91667
Elizaveta|mun. Bălți|47.78333|27.98333
Sadovoe|mun. Bălți|47.71667|27.98333
Tiraspol|Transnistria|46.84028|29.64333
Bender|Transnistria|46.82750|29.48750
Afanasievca|Transnistria|47.32278|29.25333
Alexandrovca|Transnistria|48.03014|28.55353
Andreevca|Transnistria|47.76111|29.16333
Beloci|Transnistria|47.88667|28.98389
Bodeni|Transnistria|48.08072|28.78017
Broșteni|Transnistria|47.88194|29.26667
Butor|Transnistria|47.04278|29.40583
Camenca|Transnistria|48.03333|28.70000
Caragaș|Transnistria|46.78333|29.68333
Carmanova|Transnistria|47.26667|29.50000
Caterinovca|Transnistria|47.93333|28.86667
Chirov|Transnistria|47.65056|29.09778
Cioburciu|Transnistria|46.68333|29.73889
Colosova|Transnistria|47.33056|29.56750
Constantinovca|Transnistria|47.98806|28.85750
Cotovca|Transnistria|47.28394|29.47817
Crasnoe|Transnistria|47.18156|29.36117
Cuzmin|Transnistria|48.10000|28.63333
Delacău|Transnistria|47.12889|29.29889
Dnestrovsc|Transnistria|46.62222|29.91333
Dubăsari|Transnistria|47.26667|29.16667
Frunză|Transnistria|46.82833|29.88028
Ghidirim|Transnistria|47.71667|28.96667
Goian|Transnistria|47.37780|29.16310
Haraba|Transnistria|47.90000|29.08333
Harmațca|Transnistria|47.41667|29.10000
Hlinaia|Transnistria|46.64167|29.80556
Hrușca|Transnistria|48.12222|28.55111
Hîrjău|Transnistria|47.80000|29.00000
Hîrtop|Transnistria|47.23972|29.36139
Iagorlîc|Transnistria|47.39220|29.16080
Ivanovca|Transnistria|47.87806|29.17389
Jura|Transnistria|47.51667|29.05000
Lunga|Transnistria|47.24890|29.17310
Maiac|Transnistria|47.23750|29.38583
Mihailovca|Transnistria|47.48778|29.11583
Mocra|Transnistria|47.63333|29.15000
Molochișul Mare|Transnistria|47.85000|29.05000
Mălăiești|Transnistria|46.98250|29.55222
Nezavertailovca|Transnistria|46.60000|29.93333
Ocnița|Transnistria|48.13306|28.63611
Ofatinți|Transnistria|47.66667|29.00000
Parcani|Transnistria|46.84000|29.51639
Pervomaisc|Transnistria|46.73333|29.95833
Plopi|Transnistria|47.95389|29.16528
Podoima|Transnistria|48.00000|28.78333
Rașcov|Transnistria|47.95000|28.83333
Rîbnița|Transnistria|47.76639|29.00056
Slobozia-Rașcov|Transnistria|47.95000|28.95000
Speia|Transnistria|46.98167|29.32333
Stroiești|Transnistria|47.90000|28.93330
Sucleia|Transnistria|46.81670|29.66670
Teiu|Transnistria|46.95000|29.40000
Tîrnauca|Transnistria|46.81670|29.55000
Ulmu|Transnistria|47.74810|29.10530
Vadul Turcului|Transnistria|47.93330|28.98330
Vărăncău|Transnistria|47.68330|29.10000
Zăzuleni|Transnistria|47.61778|28.99611
Slobozia|Transnistria|46.73500|29.70306
Grigoriopol|Transnistria|47.15389|29.30000
Crasnîi Octeabri|Transnistria|48.01667|28.55000
Balatina|Glodeni|47.69333|27.34722
Bisericani|Glodeni|47.64139|27.32889
Brînzeni|Glodeni|47.81417|27.36389
Butești|Glodeni|47.79528|27.33333
Cajba|Glodeni|47.73333|27.43333
Camenca|Glodeni|47.82778|27.36417
Camencuța|Glodeni|47.78000|27.34861
Ciuciulea|Glodeni|47.65778|27.48389
Clococenii Vechi|Glodeni|47.71639|27.41583
Cobani|Glodeni|47.76611|27.32083
Cot|Glodeni|47.65361|27.34000
Cuhnești|Glodeni|47.65583|27.37444
Danu|Glodeni|47.83056|27.49611
Dușmani|Glodeni|47.71694|27.48139
Fundurii Noi|Glodeni|47.75361|27.65694
Fundurii Vechi|Glodeni|47.74111|27.71444
Glodeni|Glodeni|47.77083|27.51444
Hîjdieni|Glodeni|47.76972|27.46028
Iabloana|Glodeni|47.80611|27.62389
Limbenii Noi|Glodeni|47.72389|27.62889
Limbenii Vechi|Glodeni|47.68917|27.61028
Lipovăț|Glodeni|47.72750|27.37194
Moara Domnească|Glodeni|47.62278|27.41667
Molești|Glodeni|47.80083|27.34861
Movileni|Glodeni|47.64194|27.40028
Nicolaevca|Glodeni|47.82306|27.55361
Petrunea|Glodeni|47.74750|27.57972
Serghieni|Glodeni|47.64667|27.35222
Soroca|Glodeni|47.80500|27.56250
Sturzovca|Glodeni|47.80167|27.71889
Stîrcea|Glodeni|47.79222|27.52750
Tomeștii Noi|Glodeni|47.66667|27.35000
Tomeștii Vechi|Glodeni|47.65667|27.34222
Ustia|Glodeni|47.66194|27.59500
Viișoara|Glodeni|47.61583|27.44778
Cioc-Maidan|Basarabeasca|46.35806|28.82194
Chiriet-Lunga|Basarabeasca|46.20917|28.94417
Avdarma|Basarabeasca|46.25417|28.83944
Chioselia Rusă|Cahul|46.08333|28.51667
Congaz|Cantemir|46.10917|28.60444
Dimitrova|Cantemir|46.15889|28.46806
Carbalia|Taraclia|45.87333|28.44583
Dimitrova|Găgăuzia|46.15889|28.46806
Valea Perjei|Găgăuzia|46.03944|28.92500
Cîietu|Găgăuzia|46.13333|28.48333
Borogani|Găgăuzia|46.50278|28.54417
Frumușica|Găgăuzia|46.08333|28.46667
Alexeevca|Găgăuzia|46.02639|28.56750
Copceac|Taraclia|45.85000|28.69472
Borceag|Taraclia|46.05000|28.51667
Corten|Găgăuzia|46.01667|28.73333
Sadîc|Găgăuzia|46.26667|28.51667
Tvardița|Găgăuzia|46.15472|28.96556
Svetlîi|Taraclia|46.01639|28.56611
Taraclia|Găgăuzia|46.21556|28.51806
Cortenul Nou|Găgăuzia|46.00000|28.56667
Goianul Nou|Transnistria|47.38589|29.32092
Doibani I|Transnistria|47.38389|29.20639
Severinovca|Transnistria|48.06667|28.71667
Lîsaia Gora|Transnistria|47.74250|29.07611
Molochișul Mic|Transnistria|47.93500|29.03444
Crasnîi Vinogradari|Transnistria|47.30000|29.28333
Voitovca|Transnistria|48.10528|28.60736
Hristovaia|Transnistria|48.10000|28.73333
Frunzăuca|Transnistria|48.15603|28.58442
Țîbuleuca|Transnistria|47.40000|29.10000
Sovietscoe|Transnistria|47.95417|29.13444
Coșnița Nouă|Transnistria|47.31306|29.33000
Crasnogorca|Transnistria|46.96667|29.46667
Tocmagiu|Transnistria|46.94667|29.37694
Lunga Nouă|Transnistria|47.28528|29.27361
Bîcioc|Transnistria|46.91667|29.48333
Mocearovca|Transnistria|47.23961|29.55092
Marian|Transnistria|47.23861|29.34722
Dzerjinscoe|Transnistria|47.21667|29.18333
Blijnii Hutor|Transnistria|46.88333|29.65000
Valea Adîncă|Transnistria|48.00000|28.83330
Coicova|Transnistria|47.40906|29.24397
Crasnencoe|Transnistria|47.85000|29.13333
Vladimirovca|Transnistria|46.84440|29.82500
Bosca|Transnistria|47.30528|29.36444
Lenin|Transnistria|47.66667|29.18333
Butuceni|Transnistria|47.53340|29.02570
Calinovca|Transnistria|47.29833|29.27806
Dubău|Transnistria|47.43333|29.28333
Bruslachi|Transnistria|47.28083|29.38083
Mocreachi|Transnistria|47.27319|29.38358
Doibani II|Transnistria|47.40455|29.21221
Alexandrovca Nouă|Transnistria|47.29944|29.30222
Dimitrova|Transnistria|47.87806|29.14528
Andriașevca Nouă|Transnistria|46.83361|29.95583
Corotna|Transnistria|46.63333|29.86667
Vinogradnoe|Transnistria|47.08330|29.50000
Rotari|Transnistria|48.10000|28.81667
Crasnaia Besarabia|Transnistria|47.28944|29.58528
India|Transnistria|47.04639|29.38750
Vesioloe|Transnistria|47.20278|29.55222
Comisarovca Nouă|Transnistria|47.33333|29.35000
Vasilievca|Transnistria|47.94000|29.10944
Podoimița|Transnistria|48.00333|28.75028
Novovladimirovca|Transnistria|46.93767|29.51942
Șmalena|Transnistria|47.75833|29.07667
Cernița|Transnistria|47.03150|29.51853
Stanislavca|Transnistria|47.69861|29.21028
Pobeda|Transnistria|47.35167|29.49722
Novaia Jizni|Transnistria|47.65528|29.08139
Nicolscoe|Transnistria|46.87806|29.85667
Iantarnoe|Transnistria|47.90222|28.83778
Prioziornoe|Transnistria|46.79500|29.93028
Solnecinoe|Transnistria|48.03944|28.63611
Andriașevca Veche|Transnistria|46.82028|29.97000
Crasnaia Gorca|Transnistria|47.13075|29.31937
Uiutnoe|Transnistria|46.84139|29.86694
Basarabca|Transnistria|47.57778|29.16111
Pohrebea Nouă|Transnistria|47.30972|29.37833
Sadchi|Transnistria|47.90000|28.85000
Tiraspolul Nou|Transnistria|46.83190|29.57670
Șevcenco|Transnistria|47.58472|29.18361
Socolovca|Transnistria|48.06250|28.83578
Gherșunovca|Transnistria|47.71972|29.16278
Novocotovsc|Transnistria|46.76556|29.95500
Buschi|Transnistria|47.72306|29.07083
Ulmul Mic|Transnistria|47.75333|29.12333
Pîcalova|Transnistria|47.76222|29.10917
Fedoseevca|Transnistria|47.23344|29.53897
Suhaia Rîbnița|Transnistria|47.80083|29.18250
Mihailovca Nouă|Transnistria|47.79500|29.12139
Zaporojeț|Transnistria|47.58833|29.13806
Sărăței|Transnistria|47.83056|29.02361
